0.5;0.5000001432467216;1.2093258911903854e-9;5.376763465515037e-10;1.0202960406853781e-10;5.035388583625761e-10;3.047223927341687e-10;1.088322316137941e-9;7.871438011751707e-10;8.772847243285315e-10;1.8131082477970288e-8;0.0;0.0;0.0;1.4579320797379754e-8;2.2435615790043415e-8;0.0;2.0389812755200116e-8;0.4998312481979186;7.812611384451523e-5;0.0;3.3409558876152446e-52;0.0;0.0;5.590951869629927e-10;0.0;1.3877787807814457e-17;0.0007812611384457768;0.0;0.0;0.0;0.0;5.590952349741755e-9;0.0;0.0 
1.0;1.0000009157479508;1.2485585289990126e-8;5.263664548251696e-9;1.7907223569688514e-9;4.497230246386933e-9;5.382212836169967e-9;7.051046428233689e-9;8.388701595163196e-9;6.604681853295174e-9;1.8030459464588394e-7;0.0;0.0;0.0;1.5902287234641323e-7;1.8185780062869933e-7;0.0;1.70069141055479e-7;0.9998391746273637;6.356373828561232e-5;5.057652890244624e-10;0.0;0.0;0.0;0.0;0.0;0.0;0.0006356373828568726;5.057652890027783e-9;0.0;0.0;0.0;0.0;0.0;0.0 
1.5;1.500000213079854;1.7747994178606886e-9;3.199465964534516e-9;9.201418216673362e-9;3.1096717365083862e-9;6.181163920660783e-9;3.609302621267591e-9;4.404313520798762e-10;3.3371033062029945e-9;1.0168311181403133e-7;0.0;0.0;0.0;9.209487445037692e-8;1.1835361741000226e-7;0.0;1.1468596366568907e-7;1.4999784890440169;7.446855441772468e-6;4.2528043884887054e-11;0.0;0.0;0.0;3.308722450212111e-24;0.0;0.0;7.446855441742284e-5;4.2528044229121244e-10;0.0;0.0;0.0;0.0;0.0;0.0 
2.0;2.0000000425052398;1.1187156623029876e-9;5.438622450838188e-10;1.615813041600099e-9;3.2590964026646074e-10;8.327358241190578e-10;8.452490684773416e-10;2.1523875683609674e-10;4.704633438445436e-10;2.6822037425529132e-8;0.0;0.0;0.0;1.3756926793644465e-8;2.1323948787970355e-8;0.0;1.3805179845306507e-8;1.9999947160982128;1.6308339052311839e-6;0.0;0.0;0.0;0.0;9.116101970518803e-14;0.0;0.0;1.6308339052431534e-5;0.0;0.0;0.0;0.0;9.115086928586461e-13;0.0;0.0 
2.5;2.500001232156067;4.251777233638917e-8;1.02972411197662e-8;1.6397335046891405e-8;5.505843114526646e-9;8.16228194955002e-9;1.0709457133268627e-8;1.3601471140847959e-8;8.131394478267977e-9;6.03801644501771e-7;0.0;0.0;0.0;2.2774141118612017e-7;3.3229334369493576e-7;0.0;2.432357703158319e-7;2.4999178129815065;2.2829967591073258e-5;2.4550065758375877e-10;1.734723475976807e-18;0.0;0.0;0.0;0.0;0.0;0.0;2.4550056701086453e-9;0.00034244951386608324;0.0;0.0;0.0;0.0;0.0 
3.0;3.0000003775784747;1.9228677004389757e-8;2.0764870247357886e-9;1.4789945934451606e-8;7.832859493240235e-10;1.1207802235722581e-9;6.4594060563196794e-9;6.731091981726889e-9;5.421948971941882e-9;3.1831887442588695e-7;0.0;0.0;0.0;6.954496546658755e-8;1.150777035503267e-7;0.0;7.86137803226467e-8;2.999969316999929;0.0;0.0;1.1622348948871729e-5;0.0;0.0;2.4046049952268077e-12;1.734710041584614e-18;5.682019949900387e-23;0.0;0.0;0.00011622348948873464;0.0;0.0;2.4046049951421044e-11;2.70831800983458e-35;6.818294692909753e-22 
3.5;3.5000009007313664;2.760500867517489e-7;3.699648037733853e-8;3.9233501957680976e-8;1.248570445978675e-8;-1.9255894619283034e-9;2.1406914301967888e-8;8.699962546644367e-8;3.712883315287284e-8;3.099801660135578e-6;0.0;0.0;0.0;6.63620463297877e-7;7.830683012371661e-7;0.0;5.918615452705313e-7;3.4999683616304926;0.0;5.651319655297637e-10;1.098336583942039e-5;0.0;0.0;0.0;0.0;2.256566960716924e-18;0.0;5.6513200126506735e-9;0.00010983365839419001;0.0;0.0;0.0;0.0;0.0 
4.0;4.0000001261980325;9.763750769506447e-9;1.4497917587524266e-9;6.0061266721753134e-9;1.4294158650740086e-9;1.195500584985955e-9;1.8757324281921918e-9;1.8885711150135156e-9;2.960759206014369e-10;1.4743412312660926e-7;0.0;0.0;0.0;3.1628706802476464e-8;4.8168069169812236e-8;0.0;3.1487666763800925e-8;3.9999717708576634;6.031868024511617e-6;0.0;0.0;0.0;0.0;7.568770171619615e-14;0.0;3.469446951953614e-18;1.232595164407831e-32;0.0;9.047802036767777e-5;0.0;0.0;7.568238096227094e-13;2.710505431213761e-20;0.0 
4.5;4.500001173119877;1.4053803592506372e-7;2.510790087632742e-8;4.194169456906857e-7;2.4788571254966555e-9;1.596426258404524e-8;4.749838829107318e-8;3.7679589366314666e-8;4.1955592994752354e-8;4.450312816055312e-6;0.0;0.0;0.0;5.377887380245442e-7;1.1207418707564256e-6;0.0;6.752791471601764e-7;4.499682584997295;0.0;3.375879628224115e-9;9.26733485082272e-5;5.723337507737699e-8;0.0;0.0;0.0;0.0;0.0;4.051055555202507e-8;0.0009267334850830873;6.868005009326439e-7;0.0;0.0;0.0;0.0 
5.0;5.000001150325664;0.00021406082322729736;1.4920223600645918e-9;0.00021427859444535246;5.806361360525621e-10;1.3230928027269799e-9;2.1901586243849893e-9;2.1112623795576832e-9;1.1013311026325014e-9;0.0035691427323048227;0.0;0.0;0.0;3.4521614630495856e-8;5.369536703589793e-8;0.0;2.696333808704207e-8;-8192.0;6.169097757731626e-13;6.104288402622144e-12;2.0072024546981032e-11;2.6047957193964244e-16;1.9007950717478317e-19;2.183692428270323e-9;2.208810534618833e-27;0.0;0.0;0.0;2.099738926838752e-10;2.511084764821089e-15;2.2813234230878248e-18;2.1934703869539406e-8;6.255851848282568e-25;1.2715791211125397e-16 
5.5;5.481820106406036;0.06065580903534367;5.72870975134659e-8;0.060650364306998564;8.657228520501569e-8;2.499892924192956e-7;7.968407421040537e-7;1.8527982133589453e-7;3.593266252757137e-7;1.0108941920239367;0.0;0.0;0.0;4.082538899539423e-6;7.651578056668059e-6;0.0;4.42297179898922e-6;5.4998413812811835;1.817205996620399e-14;0.0;0.0;2.9566905184818384e-11;3.887713466793216e-5;0.0;0.0;0.0;0.0;0.0;6.541682733024077e-13;3.5480014532166053e-10;0.00046652561601522757;0.0;0.0;0.0 
6.0;5.933336354554609;0.11101767249990549;3.0717840050590683e-7;0.11111433883353383;5.192546787559541e-8;2.551942112293128e-7;3.2016217158210446e-7;4.834533109216695e-7;1.6618297556504707e-7;1.8509400412815848;0.0;0.0;0.0;6.787771102364244e-6;7.651959488779788e-6;0.0;2.4894587631372795e-6;5.999701251974128;4.8815036907146406e-5;0.0;0.0;3.1944492814850456e-9;0.0;0.0;0.0;0.0;0.00048815036907134957;0.0;0.0;3.8333390537889124e-8;0.0;0.0;0.0;0.0 
