25.0;25.0;1.0;1.0;0.05;14.933583959350889;0.500000002652557;0.4999999973474422;0.999999999889354;1.106136827133788e-10;1.270247537197937e-10;0.9999999998729753;0.4999999954276184;0.5000000045723861;5.502139475466607;5.53913403336738;10.497860541441447;1.480863716147131e-9;1.6512613952620352e-9;10.460865948617457;5.99999994534067;6.000000055055342;14.933584956754112;0.4999999507312288;0.5000000492687712;1.0;0.0;6.2038545131771984e-24;1.0;0.5000000000000002;0.4999999999999999;5.827365129995379;5.827366510133702;10.17263437731691;0.0;0.0;10.17263398255401;6.000000000000003;5.999999999999998 
25.0;25.0;1.0;1.0;0.25;21.89999999969774;0.4999999994279561;0.5000000005720471;0.9999999999925906;7.414115971234847e-12;6.623855952799189e-12;0.9999999999933763;0.5000000034399056;0.4999999965600951;5.51144462722858;5.55036172568331;10.488555374149747;2.4793035652201814e-10;2.1237934017600253e-10;10.449638273492784;6.000000041389651;5.999999958816162;21.90000097190606;0.50000000241412;0.49999999758588;1.0;0.0;0.0;1.0;0.4999999999999985;0.5000000000000014;5.268652598978526;5.268652419946038;10.731347425162673;0.0;0.0;10.731347555912764;5.999999999999982;6.000000000000019 
25.0;25.0;1.0;1.0;0.45;33.913793102982076;0.5000000028362657;0.4999999971637354;0.9999999999287839;7.120299853627045e-11;7.765176849016321e-11;0.9999999999223482;0.49999999793821465;0.5000000020617695;5.502918136601932;5.539832224945947;10.497081887451259;1.00155939232291e-9;1.0732578750315733e-9;10.460167750563498;5.999999975438621;6.000000024890111;33.91379456276921;0.4999978097523411;0.5000021902476589;1.0;1.0375004697084359e-19;0.0;1.0;0.5000000000000002;0.49999999999999994;5.5878137561579715;5.587896757796436;10.412164341365438;0.0;0.0;10.412125144680154;6.000000000000002;5.999999999999999 
25.0;25.0;1.0;1.0;0.65;59.6385281383597;0.49999999977443904;0.5000000002255577;0.9999999999830207;1.6951855465498082e-11;7.538204688846007e-12;0.9999999999924618;0.5000000025065039;0.49999999749349594;5.55307587997369;5.486586592575823;10.446924122779542;2.75590975975175e-10;1.4681610548935306e-10;10.513413404826299;6.000000030126497;5.999999969982163;59.63852959225733;0.5000002491325624;0.4999997508674376;1.0;3.1844407597056748e-21;0.0;1.0;0.499999999999994;0.5000000000000059;5.010885013211496;5.010874381510117;10.989117478114114;0.0;0.0;10.98912312716427;5.999999999999928;6.000000000000071 
25.0;25.0;1.0;1.0;0.85;153.9324324318066;0.49999999773672155;0.5000000022632832;0.9999999999514767;4.848975871606625e-11;1.971198251896417e-11;0.999999999980288;0.500000014225329;0.49999998577467164;5.570160222579132;5.447473253429246;10.429839783328706;8.631087459301092e-10;4.858656709334295e-10;10.552526741411372;6.000000170899955;5.999999829537857;153.9324352484241;0.4999999385584918;0.5000000614415083;1.0;0.0;0.0;1.0;0.5000000000000124;0.4999999999999876;5.0247299301351385;5.024732947334545;10.975269455449805;0.0;0.0;10.97526766708051;6.000000000000148;5.999999999999851 
25.0;25.0;1.0;3.5;0.05;12.874910650309214;0.999999999998031;1.9686148952304177e-12;0.9999999999979148;2.0859978621032205e-12;0.9999999999857516;1.424731794018801e-11;0.9999999999955935;4.406261202625356e-12;11.898754085296142;7.310351586906462e-11;12.101245914693058;6.473983398093759e-11;11.999999999879043;1.855631038185276e-10;11.999999999959272;8.728701930360448e-11;12.874910650811598;1.0;0.0;1.0;0.0;1.0;0.0;1.0000000000919451;0.0;14.000000000183881;0.0;10.000000000000004;0.0;12.0;3.0346207958231674e-20;12.000000001103336;0.0 
25.0;25.0;1.0;3.5;0.25;14.76363636340468;0.999999999997255;2.743401144217622e-12;0.9999999999963031;3.696571419836207e-12;0.99999999997729;2.2709319755757644e-11;0.9999999999927155;7.279118022522804e-12;12.112127548638348;1.1189521061338995e-10;11.887872451311388;1.0353912321046543e-10;11.999999999790553;2.880287960492447e-10;11.999999999917279;1.3759053235228558e-10;14.7636363636367;1.0;0.0;1.0;0.0;1.0;0.0;1.000000000000078;0.0;13.999999999999998;7.597784199903881e-17;10.0;0.0;12.0;0.0;12.000000000000934;0.0 
25.0;25.0;1.0;3.5;0.45;17.416224412138735;0.9999999999966251;3.3780890506878387e-12;0.9999999999956265;4.371991199242347e-12;0.9999999999715862;2.841715507356038e-11;0.9999999999909682;9.027067025310758e-12;12.17153046132954;1.4400771971995467e-10;11.828469538599984;1.3015951419075132e-10;11.999999999731765;3.6169554392871095e-10;11.99999999989406;1.73705406953645e-10;17.416224413555625;1.0000000000553524;0.0;1.0;0.0;1.0000000002815221;0.0;0.9999999999289068;0.0;10.000000000553523;0.0;14.0000000001107;0.0;12.000000003378265;0.0;11.999999999146882;0.0 
25.0;25.0;1.0;3.5;0.65;21.143785539898108;0.9999999999965706;3.4315802411602317e-12;0.9999999999959363;4.066318224229871e-12;0.9999999999723156;2.7684445612135886e-11;0.9999999999914395;8.561692730746231e-12;12.184421550217655;1.5438264169937455e-10;11.815578449717561;1.3622033483688796e-10;11.999999999741037;3.616957009643842e-10;11.999999999899252;1.7692766836332668e-10;21.143785540211617;1.0;0.0;1.0;0.0;1.0;0.0;1.000000000000089;0.0;13.999999999999996;0.0;9.999999999999996;0.0;11.999999999999995;2.072508831219011e-13;12.000000000001059;0.0 
25.0;25.0;1.0;3.5;0.85;26.523852384943343;0.9999999999971211;2.8163682947832533e-12;0.9999999999971567;2.7900697601398004e-12;0.9999999999810357;1.8977544803297685e-11;0.9999999999942534;5.766860555209566e-12;12.152878761225026;1.4134159756463877e-10;11.847121238793273;1.2321247272835524e-10;11.999999999882464;2.7597106583737884e-10;11.999999999933506;1.4871241874542594e-10;26.523852385330432;1.0;0.0;1.0;0.0;1.0000000000385008;0.0;1.0;0.0;10.000000000000002;0.0;13.999999999999996;0.0;12.000000000462009;0.0;12.0;0.0 
